study,technique,analysis_level,gene,component,contrast,pvalue,ci.hi,ci.lo,coef,z,logFC,log2FoldChange,celltype,n_selected_genes,padj_celltype_BH,pct_TLS,pct_neural_bias,detection_freq,padj_global_BH
GSE250136,mast,celltype_single_cell,Panct2,H,Morphotypeneural_bias,0.36043762147181246,NA,NA,NA,NA,0.02844100458286456,0.02844100458286456,pluripotent,10836,0.863346507820738,0.03690036900369004,0.06542056074766354,0.049484536082474224,0.8480210274974007
GSE250136,mast,celltype_single_cell,Pank1,H,Morphotypeneural_bias,0.5823186011385736,NA,NA,NA,NA,-0.007657160156664844,-0.007657160156664844,pluripotent,10836,0.9197297152712648,0.36531365313653136,0.3925233644859813,0.37731958762886597,0.9165639788172545
GSE250136,mast,celltype_single_cell,Pank2,H,Morphotypeneural_bias,0.6814542437002153,NA,NA,NA,NA,-0.020904396942214798,-0.020904396942214798,pluripotent,10836,0.9449103555952537,0.5498154981549815,0.5233644859813084,0.5381443298969072,0.9421947018725545
GSE250136,mast,celltype_single_cell,Pank3,H,Morphotypeneural_bias,0.2606887793499988,NA,NA,NA,NA,0.04244207636697303,0.04244207636697303,pluripotent,10836,0.8392299492977394,0.21033210332103322,0.22897196261682243,0.21855670103092784,0.8044171860703091
GSE250136,mast,celltype_single_cell,Pank4,H,Morphotypeneural_bias,0.40555853514624196,NA,NA,NA,NA,-0.03541238394767504,-0.03541238394767504,pluripotent,10836,0.8799656518353555,0.11439114391143912,0.08411214953271028,0.10103092783505155,0.862902351692138
GSE250136,mast,celltype_single_cell,Pantr1,H,Morphotypeneural_bias,0.9494952399816037,NA,NA,NA,NA,0.008629376153920135,0.008629376153920135,pluripotent,10836,1,0.08856088560885608,0.09813084112149532,0.09278350515463918,0.9956093601032943
GSE250136,mast,celltype_single_cell,Panx1,H,Morphotypeneural_bias,0.5480964087616509,NA,NA,NA,NA,-0.010137636369774397,-0.010137636369774397,pluripotent,10836,0.9114044633923905,0.0959409594095941,0.09813084112149532,0.09690721649484536,0.907790930393293
GSE250136,mast,celltype_single_cell,Paox,H,Morphotypeneural_bias,0.9591340417430956,NA,NA,NA,NA,0.005335814820933038,0.005335814820933038,pluripotent,10836,1,0.3505535055350554,0.3644859813084112,0.35670103092783506,0.9969825053624167
GSE250136,mast,celltype_single_cell,Papola,H,Morphotypeneural_bias,0.5966156377126519,NA,NA,NA,NA,0.15057076148167203,0.15057076148167203,pluripotent,10836,0.9244347339663523,0.8782287822878229,0.897196261682243,0.8865979381443299,0.921858492496489
GSE250136,mast,celltype_single_cell,Papolg,H,Morphotypeneural_bias,0.7698594412360784,NA,NA,NA,NA,0.032762752994947464,0.032762752994947464,pluripotent,10836,0.9623631291538652,0.1918819188191882,0.21495327102803738,0.2020618556701031,0.9608804287827997
GSE250136,mast,celltype_single_cell,Papss1,H,Morphotypeneural_bias,0.8034094792829083,NA,NA,NA,NA,-0.004420491405366989,-0.004420491405366989,pluripotent,10836,0.9699030385076698,0.25092250922509224,0.24299065420560748,0.24742268041237114,0.9684558022679898
GSE250136,mast,celltype_single_cell,Paqr3,H,Morphotypeneural_bias,0.48851569586896326,NA,NA,NA,NA,0.009072756186310739,0.009072756186310739,pluripotent,10836,0.8998302031062099,0.05904059040590406,0.07476635514018691,0.06597938144329897,0.8904624635440038
GSE250136,mast,celltype_single_cell,Pard3,H,Morphotypeneural_bias,0.17113019577983066,NA,NA,NA,NA,-0.09850294791626868,-0.09850294791626868,pluripotent,10836,0.8084493515383148,0.5645756457564576,0.5,0.5360824742268041,0.7497806306184319
GSE250136,mast,celltype_single_cell,Pard3b,H,Morphotypeneural_bias,0.7324599325858525,NA,NA,NA,NA,-0.00535211388410136,-0.00535211388410136,pluripotent,10836,0.9555437278907157,0.07011070110701106,0.06074766355140187,0.06597938144329897,0.9533368727750182
GSE250136,mast,celltype_single_cell,Pard6a,H,Morphotypeneural_bias,0.8915807654551902,NA,NA,NA,NA,5.431995758774788e-4,5.431995758774788e-4,pluripotent,10836,0.9887185782721729,0.13653136531365315,0.13551401869158877,0.1360824742268041,0.9861810361026149
GSE250136,mast,celltype_single_cell,Pard6b,H,Morphotypeneural_bias,0.2511057646322524,NA,NA,NA,NA,-0.039896307057535565,-0.039896307057535565,pluripotent,10836,0.8358245978607364,0.12546125461254612,0.09813084112149532,0.1134020618556701,0.799125283730596
GSE250136,mast,celltype_single_cell,Pard6g,H,Morphotypeneural_bias,0.25504149143416116,NA,NA,NA,NA,-0.027492488278499677,-0.027492488278499677,pluripotent,10836,0.8385689864165736,0.19557195571955718,0.21495327102803738,0.20412371134020618,0.8014655901157329
GSE250136,mast,celltype_single_cell,Parg,H,Morphotypeneural_bias,0.809737067577523,NA,NA,NA,NA,0.025031467480826963,0.025031467480826963,pluripotent,10836,0.9720077652721647,0.5055350553505535,0.5373831775700935,0.5195876288659794,0.9699953015752397
GSE250136,mast,celltype_single_cell,Park7,H,Morphotypeneural_bias,0.17469138164613504,NA,NA,NA,NA,-0.6827999007833068,-0.6827999007833068,pluripotent,10836,0.8084493515383148,0.996309963099631,0.9953271028037384,0.9958762886597938,0.7526711490527985
GSE250136,mast,celltype_single_cell,Parl,H,Morphotypeneural_bias,0.6958236513367599,NA,NA,NA,NA,0.10278450699103958,0.10278450699103958,pluripotent,10836,0.9482588187443178,0.7343173431734318,0.7663551401869159,0.7484536082474227,0.945809254565685
GSE250136,mast,celltype_single_cell,Parn,H,Morphotypeneural_bias,0.03162988209250499,NA,NA,NA,NA,0.0635955717747122,0.0635955717747122,pluripotent,10836,0.6328281236129583,0.45387453874538747,0.5514018691588785,0.49690721649484537,0.47973574093162447
GSE250136,mast,celltype_single_cell,Parp1,H,Morphotypeneural_bias,0.18368109021023435,NA,NA,NA,NA,0.2406425129569154,0.2406425129569154,pluripotent,10836,0.8094115137100856,0.977859778597786,0.9906542056074766,0.9835051546391752,0.7606298940596441
GSE250136,mast,celltype_single_cell,Parp11,H,Morphotypeneural_bias,0.021946305387351737,NA,NA,NA,NA,-0.003283723507874904,-0.003283723507874904,pluripotent,10836,0.586872943043717,0.05904059040590406,0.056074766355140186,0.0577319587628866,0.4205497320016508
GSE250136,mast,celltype_single_cell,Parp12,H,Morphotypeneural_bias,0.08062792016841949,NA,NA,NA,NA,-0.024869018289449832,-0.024869018289449832,pluripotent,10836,0.7438734023158046,0.12546125461254612,0.1308411214953271,0.12783505154639174,0.6323660302195763
GSE250136,mast,celltype_single_cell,Parp16,H,Morphotypeneural_bias,0.38028792408467715,NA,NA,NA,NA,-0.02866192252533937,-0.02866192252533937,pluripotent,10836,0.8723648958645522,0.08487084870848709,0.06074766355140187,0.07422680412371134,0.8567081268485138
GSE250136,mast,celltype_single_cell,Parp2,H,Morphotypeneural_bias,0.45995707520232404,NA,NA,NA,NA,0.04163047363176409,0.04163047363176409,pluripotent,10836,0.8957464641850531,0.7380073800738007,0.7149532710280374,0.7278350515463917,0.8803082976913228
GSE250136,mast,celltype_single_cell,Parp4,H,Morphotypeneural_bias,0.3896324412015661,NA,NA,NA,NA,-0.01970657880867585,-0.01970657880867585,pluripotent,10836,0.8760659625188515,0.1033210332103321,0.0794392523364486,0.09278350515463918,0.8576678002381991
GSE250136,mast,celltype_single_cell,Parp9,H,Morphotypeneural_bias,0.23001047494607396,NA,NA,NA,NA,-0.03899812917109684,-0.03899812917109684,pluripotent,10836,0.8271841398948321,0.08856088560885608,0.0514018691588785,0.07216494845360824,0.7844955829542162
GSE250136,mast,celltype_single_cell,Parpbp,H,Morphotypeneural_bias,0.5883044150181592,NA,NA,NA,NA,-0.015373509139181563,-0.015373509139181563,pluripotent,10836,0.9227743760932339,0.13653136531365315,0.11682242990654206,0.12783505154639174,0.9184660831208109
GSE250136,mast,celltype_single_cell,Pars2,H,Morphotypeneural_bias,0.41000610657823106,NA,NA,NA,NA,0.0033737310728051695,0.0033737310728051695,pluripotent,10836,0.8801052070702446,0.08856088560885608,0.0794392523364486,0.08453608247422681,0.864400401677724
GSE250136,mast,celltype_single_cell,Parva,H,Morphotypeneural_bias,0.6966240076660244,NA,NA,NA,NA,0.023113734431306515,0.023113734431306515,pluripotent,10836,0.9482588187443178,0.0996309963099631,0.1261682242990654,0.11134020618556702,0.945809254565685
GSE250136,mast,celltype_single_cell,Pask,H,Morphotypeneural_bias,0.13695605286948528,NA,NA,NA,NA,0.09878414385378856,0.09878414385378856,pluripotent,10836,0.784990937564304,0.16605166051660517,0.2383177570093458,0.1979381443298969,0.7137360220916277
GSE250136,mast,celltype_single_cell,Patj,H,Morphotypeneural_bias,0.1824206004776398,NA,NA,NA,NA,0.0319010488233282,0.0319010488233282,pluripotent,10836,0.8094115137100856,0.07380073800738007,0.11682242990654206,0.09278350515463918,0.7588671935112038
GSE250136,mast,celltype_single_cell,Patl1,H,Morphotypeneural_bias,0.765257801897716,NA,NA,NA,NA,0.04567252724603421,0.04567252724603421,pluripotent,10836,0.9615957331644244,0.2952029520295203,0.32710280373831774,0.30927835051546393,0.9597204938580904
GSE250136,mast,celltype_single_cell,Patl2,H,Morphotypeneural_bias,0.11522146729062956,NA,NA,NA,NA,-0.043466977988171285,-0.043466977988171285,pluripotent,10836,0.7680268855456343,0.08118081180811808,0.04205607476635514,0.06391752577319587,0.6905828859346559
GSE250136,mast,celltype_single_cell,Patz1,H,Morphotypeneural_bias,0.1881223359863443,NA,NA,NA,NA,0.12016573354833437,0.12016573354833437,pluripotent,10836,0.8094115137100856,0.5682656826568265,0.5794392523364486,0.5731958762886598,0.7632955773428591
GSE250136,mast,celltype_single_cell,Pawr,H,Morphotypeneural_bias,0.7571456940330433,NA,NA,NA,NA,-0.020765689796671483,-0.020765689796671483,pluripotent,10836,0.9598180497988078,0.4132841328413284,0.3925233644859813,0.4041237113402062,0.9583059590418761
GSE250136,mast,celltype_single_cell,Pax3,H,Morphotypeneural_bias,0.44140348737198043,NA,NA,NA,NA,0.038691881255664015,0.038691881255664015,pluripotent,10836,0.8915803108481435,0.09225092250922509,0.1308411214953271,0.10927835051546392,0.8745368041503206
GSE250136,mast,celltype_single_cell,Pax6,H,Morphotypeneural_bias,0.29407108654707237,NA,NA,NA,NA,0.12298942917851702,0.12298942917851702,pluripotent,10836,0.8482898408997332,0.24354243542435425,0.308411214953271,0.2721649484536082,0.8224135930285856
GSE250136,mast,celltype_single_cell,Paxbp1,H,Morphotypeneural_bias,0.0014736603907724586,NA,NA,NA,NA,0.1271513025629033,0.1271513025629033,pluripotent,10836,0.3829731653092488,0.5166051660516605,0.49065420560747663,0.5051546391752577,0.10347553295839479
GSE250136,mast,celltype_single_cell,Paxip1,H,Morphotypeneural_bias,0.47471746519729346,NA,NA,NA,NA,0.0023075836681385464,0.0023075836681385464,pluripotent,10836,0.89900784333536,0.5018450184501845,0.5420560747663551,0.5195876288659794,0.8859209069000318
GSE250136,mast,celltype_single_cell,Pbdc1,H,Morphotypeneural_bias,0.8071456821110451,NA,NA,NA,NA,0.07688852108785205,0.07688852108785205,pluripotent,10836,0.9708918403502387,0.7822878228782287,0.7850467289719626,0.7835051546391752,0.9694509893822494
GSE250136,mast,celltype_single_cell,Pbk,H,Morphotypeneural_bias,0.7397643322061097,NA,NA,NA,NA,0.0018406906806107681,0.0018406906806107681,pluripotent,10836,0.9568336120774651,0.6051660516605166,0.5887850467289719,0.5979381443298969,0.9553346755845954
GSE250136,mast,celltype_single_cell,Pbrm1,H,Morphotypeneural_bias,0.773297412677356,NA,NA,NA,NA,-0.002558158391315679,-0.002558158391315679,pluripotent,10836,0.962946293438255,0.7712177121771218,0.7523364485981309,0.7628865979381443,0.9617825113965869
GSE250136,mast,celltype_single_cell,Pbx1,H,Morphotypeneural_bias,0.5097829681258647,NA,NA,NA,NA,0.07514844138434562,0.07514844138434562,pluripotent,10836,0.9020919960519165,0.42435424354243545,0.48130841121495327,0.44948453608247424,0.8949749066346906
GSE250136,mast,celltype_single_cell,Pbx2,H,Morphotypeneural_bias,0.49490927410657976,NA,NA,NA,NA,-0.15228963660498396,-0.15228963660498396,pluripotent,10836,0.8998302031062099,0.6974169741697417,0.6635514018691588,0.6824742268041237,0.891756170719239
GSE250136,mast,celltype_single_cell,Pbx3,H,Morphotypeneural_bias,0.4690191791314636,NA,NA,NA,NA,0.011456710524139213,0.011456710524139213,pluripotent,10836,0.8984130362226298,0.1881918819188192,0.21962616822429906,0.2020618556701031,0.8838922840353459
GSE250136,mast,celltype_single_cell,Pbx4,H,Morphotypeneural_bias,0.23230144618766227,NA,NA,NA,NA,-0.05338060160916089,-0.05338060160916089,pluripotent,10836,0.8274344057223186,0.1918819188191882,0.1588785046728972,0.177319587628866,0.7855064927178964
GSE250136,mast,celltype_single_cell,Pbxip1,H,Morphotypeneural_bias,0.2823371334744872,NA,NA,NA,NA,0.019266045710035914,0.019266045710035914,pluripotent,10836,0.844775208191235,0.11070110701107011,0.11682242990654206,0.1134020618556701,0.8162946352980903
GSE250136,mast,celltype_single_cell,Pcbd1,H,Morphotypeneural_bias,0.4251929953199675,NA,NA,NA,NA,0.012316205687672804,0.012316205687672804,pluripotent,10836,0.8865675230478989,0.15129151291512916,0.14018691588785046,0.1463917525773196,0.8697680072882048
GSE250136,mast,celltype_single_cell,Pcbd2,H,Morphotypeneural_bias,0.5926144638529082,NA,NA,NA,NA,0.06874743493197111,0.06874743493197111,pluripotent,10836,0.9229473909994879,0.4132841328413284,0.46261682242990654,0.4350515463917526,0.9198643383523979
GSE250136,mast,celltype_single_cell,Pcbp1,H,Morphotypeneural_bias,0.17431108382868624,NA,NA,NA,NA,-0.6006749188804879,-0.6006749188804879,pluripotent,10836,0.8084493515383148,0.996309963099631,0.985981308411215,0.9917525773195877,0.7524282679178239
GSE250136,mast,celltype_single_cell,Pcbp2,H,Morphotypeneural_bias,0.3993010819986226,NA,NA,NA,NA,-0.38081482214062135,-0.38081482214062135,pluripotent,10836,0.8794956610243715,0.996309963099631,0.985981308411215,0.9917525773195877,0.8608767726796743
GSE250136,mast,celltype_single_cell,Pcbp3,H,Morphotypeneural_bias,0.042018844718174256,NA,NA,NA,NA,-0.11902759876575619,-0.11902759876575619,pluripotent,10836,0.6824015657244944,0.2693726937269373,0.18691588785046728,0.2329896907216495,0.5195916824602259
GSE250136,mast,celltype_single_cell,Pcbp4,H,Morphotypeneural_bias,0.6376734062896783,NA,NA,NA,NA,-0.11097466283480162,-0.11097466283480162,pluripotent,10836,0.9370828727354605,0.6346863468634686,0.602803738317757,0.6206185567010309,0.9318906215059718
GSE250136,mast,celltype_single_cell,Pcca,H,Morphotypeneural_bias,0.6945119279636514,NA,NA,NA,NA,-0.0386896235774456,-0.0386896235774456,pluripotent,10836,0.9482588187443178,0.22878228782287824,0.205607476635514,0.21855670103092784,0.9453410374760693
GSE250136,mast,celltype_single_cell,Pccb,H,Morphotypeneural_bias,0.30140561245262343,NA,NA,NA,NA,-0.015976249867529574,-0.015976249867529574,pluripotent,10836,0.8537499818170979,0.1881918819188192,0.205607476635514,0.1958762886597938,0.825565334586833
GSE250136,mast,celltype_single_cell,Pcdh19,H,Morphotypeneural_bias,0.7217580485009814,NA,NA,NA,NA,0.02216694243437771,0.02216694243437771,pluripotent,10836,0.9533019056710949,0.06642066420664207,0.07476635514018691,0.07010309278350516,0.9510369549036928
GSE250136,mast,celltype_single_cell,Pcdh8,H,Morphotypeneural_bias,0.5746677362423573,NA,NA,NA,NA,-0.023732382893144582,-0.023732382893144582,pluripotent,10836,0.9170993400978733,0.08487084870848709,0.07009345794392523,0.07835051546391752,0.9148183919052804
GSE250136,mast,celltype_single_cell,Pcdhgc4,H,Morphotypeneural_bias,0.1673009712100973,NA,NA,NA,NA,0.02680814069716732,0.02680814069716732,pluripotent,10836,0.8084493515383148,0.04428044280442804,0.0794392523364486,0.05979381443298969,0.7450288170163998
GSE250136,mast,celltype_single_cell,Pced1a,H,Morphotypeneural_bias,0.12106349049835671,NA,NA,NA,NA,-0.03566597094829123,-0.03566597094829123,pluripotent,10836,0.7729752068688529,0.06642066420664207,0.03271028037383177,0.05154639175257732,0.69728110094879725
GSE250136,mast,celltype_single_cell,Pced1b,H,Morphotypeneural_bias,0.5115043762909924,NA,NA,NA,NA,-0.02915350811286796,-0.02915350811286796,pluripotent,10836,0.9020919960519165,0.19557195571955718,0.18691588785046728,0.19175257731958764,0.8953349550658206
GSE250136,mast,celltype_single_cell,Pcf11,H,Morphotypeneural_bias,0.2779349799167086,NA,NA,NA,NA,0.14456677956391328,0.14456677956391328,pluripotent,10836,0.844775208191235,0.44649446494464945,0.5186915887850467,0.47835051546391755,0.8139780738490308
GSE250136,mast,celltype_single_cell,Pcgf1,H,Morphotypeneural_bias,0.1237588722749189,NA,NA,NA,NA,-0.08463787530985609,-0.08463787530985609,pluripotent,10836,0.7729752068688529,0.2140221402214022,0.14953271028037382,0.18556701030927836,0.7004948427918251
GSE250136,mast,celltype_single_cell,Pcgf2,H,Morphotypeneural_bias,0.7502106062505072,NA,NA,NA,NA,-0.004000696493500544,-0.004000696493500544,pluripotent,10836,0.9590898845722716,0.4095940959409594,0.43457943925233644,0.42061855670103093,0.957510329605636
GSE250136,mast,celltype_single_cell,Pcgf3,H,Morphotypeneural_bias,0.13808625408933897,NA,NA,NA,NA,-0.07163970163676742,-0.07163970163676742,pluripotent,10836,0.7852258765361003,0.3726937269372694,0.3037383177570093,0.3422680412371134,0.714325338534011
GSE250136,mast,celltype_single_cell,Pcgf5,H,Morphotypeneural_bias,0.2509600261470136,NA,NA,NA,NA,-0.05207266663089277,-0.05207266663089277,pluripotent,10836,0.8358245978607364,0.3985239852398524,0.34579439252336447,0.3752577319587629,0.7991016765746665
GSE250136,mast,celltype_single_cell,Pcgf6,H,Morphotypeneural_bias,0.5356670859853281,NA,NA,NA,NA,-0.07043068309451916,-0.07043068309451916,pluripotent,10836,0.9067271411031156,0.8302583025830258,0.794392523364486,0.8144329896907216,0.9030872140117663
GSE250136,mast,celltype_single_cell,Pcid2,H,Morphotypeneural_bias,0.32013008887985595,NA,NA,NA,NA,-0.01273387781652513,-0.01273387781652513,pluripotent,10836,0.8572496927087643,0.3837638376383764,0.4158878504672897,0.3979381443298969,0.8324328874606106
GSE250136,mast,celltype_single_cell,Pcif1,H,Morphotypeneural_bias,0.7617495166325712,NA,NA,NA,NA,0.029379352606659026,0.029379352606659026,pluripotent,10836,0.9603047714920743,0.5166051660516605,0.514018691588785,0.5154639175257731,0.95903107767981
GSE250136,mast,celltype_single_cell,Pck2,H,Morphotypeneural_bias,0.2985080571901397,NA,NA,NA,NA,-0.00487022997857911,-0.00487022997857911,pluripotent,10836,0.8509484358772904,0.25092250922509224,0.2803738317757009,0.2639175257731959,0.8242129041041197
GSE250136,mast,celltype_single_cell,Pclaf,H,Morphotypeneural_bias,0.5511977347842856,NA,NA,NA,NA,0.10235004285392435,0.10235004285392435,pluripotent,10836,0.9116831626427722,0.7416974169741697,0.7850467289719626,0.7608247422680412,0.9092075618895762
GSE250136,mast,celltype_single_cell,Pclo,H,Morphotypeneural_bias,0.10203388214891289,NA,NA,NA,NA,0.030073471787583683,0.030073471787583683,pluripotent,10836,0.7545533096019644,0.06273062730627306,0.11214953271028037,0.08453608247422681,0.6664193861703952
GSE250136,mast,celltype_single_cell,Pcm1,H,Morphotypeneural_bias,0.7844313970549968,NA,NA,NA,NA,-0.07611005171328333,-0.07611005171328333,pluripotent,10836,0.9634892351458932,0.8597785977859779,0.8691588785046729,0.8639175257731959,0.9641584965754773
GSE250136,mast,celltype_single_cell,Pcmt1,H,Morphotypeneural_bias,0.8255140235342052,NA,NA,NA,NA,0.07951313610973543,0.07951313610973543,pluripotent,10836,0.9772579824303811,0.7195571955719557,0.7429906542056075,0.7298969072164948,0.9730606749606566
GSE250136,mast,celltype_single_cell,Pcmtd1,H,Morphotypeneural_bias,0.2573921080871963,NA,NA,NA,NA,0.18631936879184396,0.18631936879184396,pluripotent,10836,0.8391602945589798,0.5867158671586716,0.6401869158878505,0.6103092783505155,0.803627983340811
GSE250136,mast,celltype_single_cell,Pcmtd2,H,Morphotypeneural_bias,0.686119904584866,NA,NA,NA,NA,0.026534560559700965,0.026534560559700965,pluripotent,10836,0.9457324616202566,0.16974169741697417,0.18691588785046728,0.177319587628866,0.9429029878122334
GSE250136,mast,celltype_single_cell,Pcna,H,Morphotypeneural_bias,0.6236246877169365,NA,NA,NA,NA,0.010831007908080004,0.010831007908080004,pluripotent,10836,0.9342076776391947,0.9630996309963099,0.9439252336448598,0.954639175257732,0.9288056754600493
GSE250136,mast,celltype_single_cell,Pcnp,H,Morphotypeneural_bias,0.962196133062926,NA,NA,NA,NA,-0.010081453580863098,-0.010081453580863098,pluripotent,10836,1,0.8154981549815498,0.8084112149532711,0.8123711340206186,0.997190678646646
GSE250136,mast,celltype_single_cell,Pcnt,H,Morphotypeneural_bias,0.11783299711085937,NA,NA,NA,NA,-0.023541558223209025,-0.023541558223209025,pluripotent,10836,0.7690807705627994,0.7121771217712177,0.6495327102803738,0.6845360824742268,0.6936728424938681
GSE250136,mast,celltype_single_cell,Pcnx,H,Morphotypeneural_bias,0.31616372961328065,NA,NA,NA,NA,0.03859590279721736,0.03859590279721736,pluripotent,10836,0.8554789067402134,0.2767527675276753,0.2803738317757009,0.27835051546391754,0.830708750771642
GSE250136,mast,celltype_single_cell,Pcnx3,H,Morphotypeneural_bias,0.8914531919861037,NA,NA,NA,NA,0.01136514298922664,0.01136514298922664,pluripotent,10836,0.9887185782721729,0.2140221402214022,0.2336448598130841,0.22268041237113403,0.9861810361026149
GSE250136,mast,celltype_single_cell,Pcnx4,H,Morphotypeneural_bias,0.6601738590666636,NA,NA,NA,NA,0.06120421737034992,0.06120421737034992,pluripotent,10836,0.9414251105589062,0.36900369003690037,0.411214953271028,0.38762886597938145,0.9375520027146277
GSE250136,mast,celltype_single_cell,Pcolce,H,Morphotypeneural_bias,0.6128063538190718,NA,NA,NA,NA,-0.0026098398317904725,-0.0026098398317904725,pluripotent,10836,0.9290702072444158,0.06273062730627306,0.07009345794392523,0.06597938144329897,0.9246619072343986
GSE250136,mast,celltype_single_cell,Pcolce2,H,Morphotypeneural_bias,0.5417432677178202,NA,NA,NA,NA,-0.014795398143683802,-0.014795398143683802,pluripotent,10836,0.9102610831637639,0.12177121771217712,0.102803738317757,0.1134020618556701,0.9057474060544468
GSE250136,mast,celltype_single_cell,Pcsk1n,H,Morphotypeneural_bias,0.147029061575338,NA,NA,NA,NA,-0.09098949664039885,-0.09098949664039885,pluripotent,10836,0.7909437985632136,0.15867158671586715,0.14953271028037382,0.15463917525773196,0.7250759189439295
GSE250136,mast,celltype_single_cell,Pcsk5,H,Morphotypeneural_bias,0.1076974766591324,NA,NA,NA,NA,0.01172727498685721,0.01172727498685721,pluripotent,10836,0.7644049097432454,0.055350553505535055,0.06074766355140187,0.0577319587628866,0.6784674343084324
GSE250136,mast,celltype_single_cell,Pcsk6,H,Morphotypeneural_bias,0.09771296802812723,NA,NA,NA,NA,-0.08649884393243873,-0.08649884393243873,pluripotent,10836,0.7508637770019189,0.22140221402214022,0.18691588785046728,0.20618556701030927,0.6626809042279116
GSE250136,mast,celltype_single_cell,Pcsk7,H,Morphotypeneural_bias,0.2654501706093875,NA,NA,NA,NA,-0.03205753878231636,-0.03205753878231636,pluripotent,10836,0.8406856171915733,0.07011070110701106,0.04205607476635514,0.0577319587628866,0.8075067822322001
GSE250136,mast,celltype_single_cell,Pctp,H,Morphotypeneural_bias,0.20149914255434007,NA,NA,NA,NA,-0.037165991507564215,-0.037165991507564215,pluripotent,10836,0.8158235477325746,0.08856088560885608,0.06074766355140187,0.07628865979381444,0.7724856245889612
GSE250136,mast,celltype_single_cell,Pcx,H,Morphotypeneural_bias,0.15162458678197852,NA,NA,NA,NA,0.024131463735076228,0.024131463735076228,pluripotent,10836,0.7978189508983459,0.07380073800738007,0.11214953271028037,0.09072164948453608,0.7303513887624182
GSE250136,mast,celltype_single_cell,Pcyox1,H,Morphotypeneural_bias,0.7490171445057974,NA,NA,NA,NA,-0.022068455452431746,-0.022068455452431746,pluripotent,10836,0.9590898845722716,0.18450184501845018,0.16355140186915887,0.17525773195876287,0.9572924657255303
GSE250136,mast,celltype_single_cell,Pcyox1l,H,Morphotypeneural_bias,0.873198288701833,NA,NA,NA,NA,8.910380109534988e-4,8.910380109534988e-4,pluripotent,10836,0.9847801149904426,0.16605166051660517,0.16355140186915887,0.16494845360824742,0.9823982977458859
GSE250136,mast,celltype_single_cell,Pcyt1a,H,Morphotypeneural_bias,0.4299841275194257,NA,NA,NA,NA,-0.051490547919570334,-0.051490547919570334,pluripotent,10836,0.8899488788554889,0.2029520295202952,0.16822429906542055,0.18762886597938144,0.8716129486248251
GSE250136,mast,celltype_single_cell,Pcyt1b,H,Morphotypeneural_bias,0.455069068400077,NA,NA,NA,NA,0.01459412065282445,0.01459412065282445,pluripotent,10836,0.8953670205605637,0.24354243542435425,0.2336448598130841,0.23917525773195877,0.8785166352320721
GSE250136,mast,celltype_single_cell,Pcyt2,H,Morphotypeneural_bias,0.7357802484635738,NA,NA,NA,NA,0.0468958795731334,0.0468958795731334,pluripotent,10836,0.9556479824848526,0.28413284132841327,0.3177570093457944,0.29896907216494845,0.9541239977875903
GSE250136,mast,celltype_single_cell,Pdap1,H,Morphotypeneural_bias,0.0610860058177915,NA,NA,NA,NA,NA,NA,pluripotent,10836,0.7260817533959747,1,1,1,0.5854989761090453
GSE250136,mast,celltype_single_cell,Pdcd10,H,Morphotypeneural_bias,0.16137909069239448,NA,NA,NA,NA,-0.005562383420050665,-0.005562383420050665,pluripotent,10836,0.8068065687600179,0.7970479704797048,0.7429906542056075,0.7731958762886598,0.7401934709438398
GSE250136,mast,celltype_single_cell,Pdcd11,H,Morphotypeneural_bias,0.4228640806244006,NA,NA,NA,NA,0.15839150473912045,0.15839150473912045,pluripotent,10836,0.88620720652459,0.7638376383763837,0.7663551401869159,0.7649484536082474,0.8691297417380127
GSE250136,mast,celltype_single_cell,Pdcd2,H,Morphotypeneural_bias,0.41307937023781344,NA,NA,NA,NA,-0.12089148764816904,-0.12089148764816904,pluripotent,10836,0.880457581928665,0.6605166051660517,0.6542056074766355,0.6577319587628866,0.865198586924049
GSE250136,mast,celltype_single_cell,Pdcd2l,H,Morphotypeneural_bias,0.22785443767549513,NA,NA,NA,NA,0.14722330025954655,0.14722330025954655,pluripotent,10836,0.8271841398948321,0.5055350553505535,0.5747663551401869,0.5360824742268041,0.7838489849964992
GSE250136,mast,celltype_single_cell,Pdcd4,H,Morphotypeneural_bias,0.01656069310716473,NA,NA,NA,NA,0.24635398809389186,0.24635398809389186,pluripotent,10836,0.574034168959042,0.5166051660516605,0.6448598130841121,0.5731958762886598,0.37680412336335223
GSE250136,mast,celltype_single_cell,Pdcd5,H,Morphotypeneural_bias,0.9165940035853096,NA,NA,NA,NA,-0.10088906463495118,-0.10088906463495118,pluripotent,10836,0.9925421915184958,0.9520295202952029,0.9485981308411215,0.9505154639175257,0.9896191714145427
GSE250136,mast,celltype_single_cell,Pdcd6,H,Morphotypeneural_bias,0.011131518168796989,NA,NA,NA,NA,-0.13610072835979037,-0.13610072835979037,pluripotent,10836,0.5311430820961163,0.7453874538745388,0.8130841121495327,0.7752577319587629,0.313476854788212
GSE250136,mast,celltype_single_cell,Pdcd6ip,H,Morphotypeneural_bias,0.13801927294302357,NA,NA,NA,NA,0.17517473920036541,0.17517473920036541,pluripotent,10836,0.7852258765361003,0.5018450184501845,0.5841121495327103,0.5381443298969072,0.714325338534011
