study,technique,analysis_level,gene,component,contrast,pvalue,ci.hi,ci.lo,coef,z,logFC,log2FoldChange,celltype,n_selected_genes,padj_celltype_BH,pct_TLS,pct_neural_bias,detection_freq,padj_global_BH
GSE250136,mast,celltype_single_cell,Btbd2,H,Morphotypeneural_bias,0.7122631195562327,NA,NA,NA,NA,-0.024231338894230348,-0.024231338894230348,neuromesodermal.progenitors,9728,0.9680303041395549,0.36290784201488263,0.3508522727272727,0.3594451244390045,0.9491192697294235
GSE250136,mast,celltype_single_cell,Btbd3,H,Morphotypeneural_bias,0.25910376325077544,NA,NA,NA,NA,0.02395282728845194,0.02395282728845194,neuromesodermal.progenitors,9728,0.8671799761272282,0.14024041213508873,0.15767045454545456,0.1452468380252958,0.8043138237218713
GSE250136,mast,celltype_single_cell,Btbd6,H,Morphotypeneural_bias,0.03603722612598434,NA,NA,NA,NA,-0.0035723368927771254,-0.0035723368927771254,neuromesodermal.progenitors,9728,0.6413581664101937,0.06868918145392101,0.05965909090909091,0.06609547123623011,0.5005511375719428
GSE250136,mast,celltype_single_cell,Btbd7,H,Morphotypeneural_bias,0.7106980777299583,NA,NA,NA,NA,-0.0349958835860249,-0.0349958835860249,neuromesodermal.progenitors,9728,0.9676958935383172,0.49456210646823123,0.4772727272727273,0.48959608323133413,0.9484961646796606
GSE250136,mast,celltype_single_cell,Btbd8,H,Morphotypeneural_bias,0.3852635078761337,NA,NA,NA,NA,0.011609647543923102,0.011609647543923102,neuromesodermal.progenitors,9728,0.8928151418678472,0.05609616485403549,0.06960227272727272,0.05997552019583843,0.8570392183240649
GSE250136,mast,celltype_single_cell,Btbd9,H,Morphotypeneural_bias,0.9644862048018793,NA,NA,NA,NA,0.00748310615772263,0.00748310615772263,neuromesodermal.progenitors,9728,0.996123354473636,0.28277046365197483,0.2869318181818182,0.2839657282741738,0.9976682883476043
GSE250136,mast,celltype_single_cell,Btd,H,Morphotypeneural_bias,0.9160546515031958,NA,NA,NA,NA,-0.0014532234869896743,-0.0014532234869896743,neuromesodermal.progenitors,9728,0.9920608636290035,0.044647967945048654,0.04403409090909091,0.044471644226846185,0.9896191714145427
GSE250136,mast,celltype_single_cell,Btf3,H,Morphotypeneural_bias,0.3265728492262396,NA,NA,NA,NA,-0.01966238773874629,-0.01966238773874629,neuromesodermal.progenitors,9728,0.889493483535179,1,0.9985795454545454,0.9995920032639739,0.8347534079623994
GSE250136,mast,celltype_single_cell,Btf3l4,H,Morphotypeneural_bias,0.549394622484733,NA,NA,NA,NA,0.021327099245373404,0.021327099245373404,neuromesodermal.progenitors,9728,0.9423637050445547,0.31654264453348596,0.3366477272727273,0.3223174214606283,0.9082575961550863
GSE250136,mast,celltype_single_cell,Btg1,H,Morphotypeneural_bias,0.24002955693004926,NA,NA,NA,NA,-0.0030874029915080037,-0.0030874029915080037,neuromesodermal.progenitors,9728,0.8580912290710528,0.658271322266743,0.6321022727272727,0.6507547939616483,0.7900603154735273
GSE250136,mast,celltype_single_cell,Btg2,H,Morphotypeneural_bias,0.3535233146859093,NA,NA,NA,NA,-0.004860843375442556,-0.004860843375442556,neuromesodermal.progenitors,9728,0.8928151418678472,0.09559244419004007,0.09659090909090909,0.09587923296613628,0.845562066228941
GSE250136,mast,celltype_single_cell,Btg3,H,Morphotypeneural_bias,0.7745102289787175,NA,NA,NA,NA,0.018736403791328737,0.018736403791328737,neuromesodermal.progenitors,9728,0.9739639168627808,0.31081854607899256,0.3196022727272727,0.31334149326805383,0.9620302502142737
GSE250136,mast,celltype_single_cell,Btrc,H,Morphotypeneural_bias,0.6984325784137035,NA,NA,NA,NA,0.002501839465383404,0.002501839465383404,neuromesodermal.progenitors,9728,0.9671643684339115,0.14424728105323412,0.15056818181818182,0.14606283149734803,0.9462965066274922
GSE250136,mast,celltype_single_cell,Bub1,H,Morphotypeneural_bias,0.5589780916551106,NA,NA,NA,NA,-0.05020181378650701,-0.05020181378650701,neuromesodermal.progenitors,9728,0.9437491437522849,0.4745277618775043,0.453125,0.46838025295797636,0.9119467582253242
GSE250136,mast,celltype_single_cell,Bub1b,H,Morphotypeneural_bias,0.7559600404144199,NA,NA,NA,NA,-0.04597962155176749,-0.04597962155176749,neuromesodermal.progenitors,9728,0.9713011183260447,0.5317687464224384,0.5170454545454546,0.5275397796817626,0.9583059590418761
GSE250136,mast,celltype_single_cell,Bub3,H,Morphotypeneural_bias,0.43946345493251954,NA,NA,NA,NA,-0.07076847920359386,-0.07076847920359386,neuromesodermal.progenitors,9728,0.9087994317412601,0.745277618775043,0.7514204545454546,0.7470420236638107,0.8740444721822442
GSE250136,mast,celltype_single_cell,Bud13,H,Morphotypeneural_bias,0.4381105488003492,NA,NA,NA,NA,0.02462519838865415,0.02462519838865415,neuromesodermal.progenitors,9728,0.9087994317412601,0.1551230681167716,0.1747159090909091,0.16075071399428806,0.8736779535820363
GSE250136,mast,celltype_single_cell,Bud23,H,Morphotypeneural_bias,0.5408583460359004,NA,NA,NA,NA,-0.004414244900229514,-0.004414244900229514,neuromesodermal.progenitors,9728,0.9416787875535111,0.38523182598740696,0.37073863636363635,0.3810689514483884,0.9056504038488912
GSE250136,mast,celltype_single_cell,Bud31,H,Morphotypeneural_bias,0.5211676876062327,NA,NA,NA,NA,-0.04705728175779145,-0.04705728175779145,neuromesodermal.progenitors,9728,0.9338795612208194,0.6960503720663995,0.671875,0.6891064871481029,0.8984212609288781
GSE250136,mast,celltype_single_cell,Bvht,H,Morphotypeneural_bias,0.13634868113109702,NA,NA,NA,NA,0.0104528843884776,0.0104528843884776,neuromesodermal.progenitors,9728,0.8067906531208471,0.035489410417859184,0.04261363636363636,0.037535699714402286,0.7134322859875681
GSE250136,mast,celltype_single_cell,Bysl,H,Morphotypeneural_bias,0.9029747375741796,NA,NA,NA,NA,0.0035571937617271954,0.0035571937617271954,neuromesodermal.progenitors,9728,0.9909586096490317,0.2925014310246136,0.2911931818181818,0.29212566299469606,0.9878327374785278
GSE250136,mast,celltype_single_cell,Bzw1,H,Morphotypeneural_bias,0.09045318604052861,NA,NA,NA,NA,-0.17714389080229598,-0.17714389080229598,neuromesodermal.progenitors,9728,0.7508988347738522,0.9902690326273612,0.9801136363636364,0.9873521011831905,0.6508742271612961
GSE250136,mast,celltype_single_cell,Bzw2,H,Morphotypeneural_bias,0.3792860298682018,NA,NA,NA,NA,0.1023491352736654,0.1023491352736654,neuromesodermal.progenitors,9728,0.8928151418678472,0.9570692615912993,0.9659090909090909,0.9596083231334149,0.8567081268485138
GSE250136,mast,celltype_single_cell,C130026L21Rik,H,Morphotypeneural_bias,0.34961587374269526,NA,NA,NA,NA,0.01737185609950334,0.01737185609950334,neuromesodermal.progenitors,9728,0.8928151418678472,0.07498568975386377,0.09232954545454546,0.0799673602611179,0.844579613220814
GSE250136,mast,celltype_single_cell,C130036L24Rik,H,Morphotypeneural_bias,0.9396394276769898,NA,NA,NA,NA,0.0029368403109179403,0.0029368403109179403,neuromesodermal.progenitors,9728,0.9923042446087168,0.08185460789925587,0.08380681818181818,0.08241534067727459,0.9931904899127809
GSE250136,mast,celltype_single_cell,C1d,H,Morphotypeneural_bias,0.6134998525779755,NA,NA,NA,NA,-0.04493944593762467,-0.04493944593762467,neuromesodermal.progenitors,9728,0.9497506216212499,0.7349742415569548,0.734375,0.7348021215830274,0.9249699495563115
GSE250136,mast,celltype_single_cell,C1galt1,H,Morphotypeneural_bias,0.3739631549795505,NA,NA,NA,NA,0.0052586598311710475,0.0052586598311710475,neuromesodermal.progenitors,9728,0.8928151418678472,0.12306811677160848,0.13352272727272727,0.12607099143206854,0.8544647953893817
GSE250136,mast,celltype_single_cell,C1galt1c1,H,Morphotypeneural_bias,0.5740222144278984,NA,NA,NA,NA,-0.012396093233785585,-0.012396093233785585,neuromesodermal.progenitors,9728,0.9451345222443007,0.07899255867200916,0.06818181818181818,0.07588739290085679,0.9147294420936353
GSE250136,mast,celltype_single_cell,C1qbp,H,Morphotypeneural_bias,0.9302435204687719,NA,NA,NA,NA,-0.024750383947283794,-0.024750383947283794,neuromesodermal.progenitors,9728,0.9922038569630522,0.95649685174585,0.9573863636363636,0.9567523459812322,0.9918051879534653
GSE250136,mast,celltype_single_cell,C1ql1,H,Morphotypeneural_bias,0.3887436967201325,NA,NA,NA,NA,0.009473819868634437,0.009473819868634437,neuromesodermal.progenitors,9728,0.8928151418678472,0.08299942759015455,0.08806818181818182,0.08445532435740515,0.857241563513772
GSE250136,mast,celltype_single_cell,C1qtnf12,H,Morphotypeneural_bias,0.5879938043251882,NA,NA,NA,NA,0.007672893095480332,0.007672893095480332,neuromesodermal.progenitors,9728,0.9453328838036416,0.05609616485403549,0.0625,0.057935536515707875,0.9183481007096387
GSE250136,mast,celltype_single_cell,C1qtnf4,H,Morphotypeneural_bias,0.2765452876150217,NA,NA,NA,NA,0.003090334878154452,0.003090334878154452,neuromesodermal.progenitors,9728,0.8749159617513605,0.090440755580996,0.09801136363636363,0.09261525907792738,0.8129554191886683
GSE250136,mast,celltype_single_cell,C230038L03Rik,H,Morphotypeneural_bias,0.30222886233493157,NA,NA,NA,NA,0.012015041129313883,0.012015041129313883,neuromesodermal.progenitors,9728,0.8809062738604723,0.10761305094447625,0.12357954545454546,0.11219910240718074,0.825565334586833
GSE250136,mast,celltype_single_cell,C2cd2,H,Morphotypeneural_bias,0.992291821821367,NA,NA,NA,NA,0.0012480013435729603,0.0012480013435729603,neuromesodermal.progenitors,9728,0.9983397579704512,0.0726960503720664,0.07386363636363637,0.07303141574867401,1
GSE250136,mast,celltype_single_cell,C2cd3,H,Morphotypeneural_bias,0.49136260408964383,NA,NA,NA,NA,-0.013700805363334151,-0.013700805363334151,neuromesodermal.progenitors,9728,0.9273123747973757,0.19576416714367487,0.17897727272727273,0.1909424724602203,0.8911595498109776
GSE250136,mast,celltype_single_cell,C2cd5,H,Morphotypeneural_bias,0.06028473466362323,NA,NA,NA,NA,0.026447621025073642,0.026447621025073642,neuromesodermal.progenitors,9728,0.69426302139201,0.19690898683457356,0.203125,0.19869441044471645,0.583098210648844
GSE250136,mast,celltype_single_cell,C330007P06Rik,H,Morphotypeneural_bias,0.8154033917427719,NA,NA,NA,NA,0.017049702879075646,0.017049702879075646,neuromesodermal.progenitors,9728,0.9806791994107849,0.28105323411562677,0.29261363636363635,0.2843737250101999,0.9713720246357491
GSE250136,mast,celltype_single_cell,C330018D20Rik,H,Morphotypeneural_bias,0.029079405446640106,NA,NA,NA,NA,0.011875190958287894,0.011875190958287894,neuromesodermal.progenitors,9728,0.6075642538523639,0.03720663995420721,0.05397727272727273,0.04202366381068951,0.4690954403246608
GSE250136,mast,celltype_single_cell,C330021F23Rik,H,Morphotypeneural_bias,0.5700739101368307,NA,NA,NA,NA,0.0013030115249546281,0.0013030115249546281,neuromesodermal.progenitors,9728,0.94433053881147,0.15455065827132228,0.16193181818181818,0.15667074663402691,0.913839388987931
GSE250136,mast,celltype_single_cell,C430049B03Rik,H,Morphotypeneural_bias,0.34634140774252864,NA,NA,NA,NA,0.0015477675872308944,0.0015477675872308944,neuromesodermal.progenitors,9728,0.8928151418678472,0.11619919862621637,0.12357954545454546,0.11831905344757242,0.842900061543388
GSE250136,mast,celltype_single_cell,C530008M17Rik,H,Morphotypeneural_bias,0.9125100350338475,NA,NA,NA,NA,-0.016193499780127296,-0.016193499780127296,neuromesodermal.progenitors,9728,0.9920608636290035,0.41499713795077275,0.40625,0.412484700122399,0.9893538535839957
GSE250136,mast,celltype_single_cell,C87436,H,Morphotypeneural_bias,0.45719473743452355,NA,NA,NA,NA,0.015408058269156144,0.015408058269156144,neuromesodermal.progenitors,9728,0.9153276505224519,0.227819118488838,0.23011363636363635,0.2284781721746226,0.8794741662942442
GSE250136,mast,celltype_single_cell,C9orf72,H,Morphotypeneural_bias,0.15392321068446913,NA,NA,NA,NA,-1.896378758733594e-4,-1.896378758733594e-4,neuromesodermal.progenitors,9728,0.8223578866593728,0.06067544361763022,0.06676136363636363,0.06242350061199511,0.7329497279095575
GSE250136,mast,celltype_single_cell,CAAA01118383.1,H,Morphotypeneural_bias,0.6707621791961037,NA,NA,NA,NA,-0.01809974646816409,-0.01809974646816409,neuromesodermal.progenitors,9728,0.9635214079875326,0.19576416714367487,0.18181818181818182,0.19175846593227255,0.9394894361591307
GSE250136,mast,celltype_single_cell,Caap1,H,Morphotypeneural_bias,0.7212805135997595,NA,NA,NA,NA,-0.025910774232457245,-0.025910774232457245,neuromesodermal.progenitors,9728,0.9684581649784303,0.3978248425872925,0.3806818181818182,0.3929008567931457,0.9510369549036928
GSE250136,mast,celltype_single_cell,Cab39,H,Morphotypeneural_bias,0.3535554461641646,NA,NA,NA,NA,0.014835773574110478,0.014835773574110478,neuromesodermal.progenitors,9728,0.8928151418678472,0.49456210646823123,0.4815340909090909,0.4908200734394125,0.845562066228941
GSE250136,mast,celltype_single_cell,Cab39l,H,Morphotypeneural_bias,0.3060513723043013,NA,NA,NA,NA,0.013840852254130787,0.013840852254130787,neuromesodermal.progenitors,9728,0.8826182676741384,0.2953634802518603,0.31676136363636365,0.30150958792329663,0.8264728714965398
GSE250136,mast,celltype_single_cell,Cabin1,H,Morphotypeneural_bias,0.5810306801209499,NA,NA,NA,NA,-0.03272455899616855,-0.03272455899616855,neuromesodermal.progenitors,9728,0.9451345222443007,0.38065254722381225,0.3664772727272727,0.37658098735210116,0.9161983431565418
GSE250136,mast,celltype_single_cell,Cables2,H,Morphotypeneural_bias,0.04354568875416564,NA,NA,NA,NA,-0.02075517073639968,-0.02075517073639968,neuromesodermal.progenitors,9728,0.645621990430314,0.1276473955352032,0.10085227272727272,0.11995104039167687,0.5255147439778688
GSE250136,mast,celltype_single_cell,Cabp1,H,Morphotypeneural_bias,0.6850089860916536,NA,NA,NA,NA,0.014511874686933407,0.014511874686933407,neuromesodermal.progenitors,9728,0.9641459253185866,0.11562678878076703,0.1278409090909091,0.11913504691962465,0.9427250962610461
GSE250136,mast,celltype_single_cell,Cacfd1,H,Morphotypeneural_bias,0.2689310873537804,NA,NA,NA,NA,-0.009879892115885996,-0.009879892115885996,neuromesodermal.progenitors,9728,0.8713833066922791,0.2358328563251288,0.21732954545454544,0.23051815585475316,0.8093981807075067
GSE250136,mast,celltype_single_cell,Cachd1,H,Morphotypeneural_bias,0.177531580757939,NA,NA,NA,NA,-0.016747523680679333,-0.016747523680679333,neuromesodermal.progenitors,9728,0.8338240878959309,0.24212936462507156,0.24289772727272727,0.2423500611995104,0.7546171186498359
GSE250136,mast,celltype_single_cell,Cacna1a,H,Morphotypeneural_bias,0.22876452377644718,NA,NA,NA,NA,-0.022884474707954794,-0.022884474707954794,neuromesodermal.progenitors,9728,0.8532179918610052,0.2306811677160847,0.22443181818181818,0.22888616891064872,0.7841256230539121
GSE250136,mast,celltype_single_cell,Cacna2d2,H,Morphotypeneural_bias,0.21771454081312186,NA,NA,NA,NA,0.020921067291065104,0.020921067291065104,neuromesodermal.progenitors,9728,0.8511157698171367,0.12707498568975387,0.15056818181818182,0.13382292941656468,0.7801853026130312
GSE250136,mast,celltype_single_cell,Cacnb3,H,Morphotypeneural_bias,0.9891176391263987,NA,NA,NA,NA,1.0310765690019902e-4,1.0310765690019902e-4,neuromesodermal.progenitors,9728,0.9983397579704512,0.052089295935890095,0.052556818181818184,0.05222358221134231,1
GSE250136,mast,celltype_single_cell,Cacng7,H,Morphotypeneural_bias,0.9809626255142434,NA,NA,NA,NA,-8.481744369346969e-4,-8.481744369346969e-4,neuromesodermal.progenitors,9728,0.9979462803467913,0.05666857469948483,0.05539772727272727,0.056303549571603426,1
GSE250136,mast,celltype_single_cell,Cactin,H,Morphotypeneural_bias,0.3955248385263197,NA,NA,NA,NA,-0.013837994246563734,-0.013837994246563734,neuromesodermal.progenitors,9728,0.8928151418678472,0.11963365769891242,0.10369318181818182,0.11505507955936352,0.8590092861756151
GSE250136,mast,celltype_single_cell,Cacul1,H,Morphotypeneural_bias,0.3842502542089757,NA,NA,NA,NA,-0.009271669348428269,-0.009271669348428269,neuromesodermal.progenitors,9728,0.8928151418678472,0.3062392673153978,0.3125,0.3080375356997144,0.8568697022191417
GSE250136,mast,celltype_single_cell,Cacybp,H,Morphotypeneural_bias,0.018011192871968167,NA,NA,NA,NA,-0.2969619094223992,-0.2969619094223992,neuromesodermal.progenitors,9728,0.5270797083276021,0.9593589009730967,0.9588068181818182,0.9592003263973888,0.3869702743988435
GSE250136,mast,celltype_single_cell,Cad,H,Morphotypeneural_bias,0.928791606277077,NA,NA,NA,NA,-0.013191555429925672,-0.013191555429925672,neuromesodermal.progenitors,9728,0.9922038569630522,0.41785918717801945,0.4133522727272727,0.41656466748266013,0.9917610953301734
GSE250136,mast,celltype_single_cell,Cadm1,H,Morphotypeneural_bias,0.873184186777616,NA,NA,NA,NA,0.03157413327657621,0.03157413327657621,neuromesodermal.progenitors,9728,0.9868013103908659,0.659988551803091,0.6619318181818182,0.660546715626275,0.9823982977458859
GSE250136,mast,celltype_single_cell,Cadm4,H,Morphotypeneural_bias,0.26088538454294236,NA,NA,NA,NA,0.011010935895593113,0.011010935895593113,neuromesodermal.progenitors,9728,0.8671799761272282,0.0658271322266743,0.07954545454545454,0.06976744186046512,0.8044171860703091
GSE250136,mast,celltype_single_cell,Cadps,H,Morphotypeneural_bias,0.26672718658027306,NA,NA,NA,NA,0.013452259322726944,0.013452259322726944,neuromesodermal.progenitors,9728,0.8707649705917279,0.06067544361763022,0.06960227272727272,0.06323949408404733,0.8080016778487603
GSE250136,mast,celltype_single_cell,Calcoco1,H,Morphotypeneural_bias,0.5553323206524572,NA,NA,NA,NA,-0.0025546291091215756,-0.0025546291091215756,neuromesodermal.progenitors,9728,0.9426324496774497,0.057240984544934176,0.052556818181818184,0.05589555283557732,0.9107262738599208
GSE250136,mast,celltype_single_cell,Cald1,H,Morphotypeneural_bias,0.3345495658725446,NA,NA,NA,NA,0.01486723938430734,0.01486723938430734,neuromesodermal.progenitors,9728,0.8914355151220019,0.5838580423583286,0.5667613636363636,0.5789473684210527,0.837680333904217
GSE250136,mast,celltype_single_cell,Calm1,H,Morphotypeneural_bias,0.09392986729263704,NA,NA,NA,NA,-0.3600870899328896,-0.3600870899328896,neuromesodermal.progenitors,9728,0.7587639028712994,0.996565540927304,0.9957386363636364,0.996328029375765,0.6578497005075428
GSE250136,mast,celltype_single_cell,Calm2,H,Morphotypeneural_bias,0.21043789200687496,NA,NA,NA,NA,-0.14786223742454396,-0.14786223742454396,neuromesodermal.progenitors,9728,0.8507772959217421,0.9891242129364625,0.9943181818181818,0.9906160750713995,0.7783228904415789
GSE250136,mast,celltype_single_cell,Calm3,H,Morphotypeneural_bias,0.16550684506676572,NA,NA,NA,NA,0.07966699228722329,0.07966699228722329,neuromesodermal.progenitors,9728,0.8294101401156261,0.8299942759015455,0.8181818181818182,0.8266013871889025,0.7433793442626131
GSE250136,mast,celltype_single_cell,Calml4,H,Morphotypeneural_bias,0.27639401710543965,NA,NA,NA,NA,-0.015574599673533453,-0.015574599673533453,neuromesodermal.progenitors,9728,0.8749159617513605,0.05838580423583286,0.04261363636363636,0.05385556915544676,0.8129554191886683
GSE250136,mast,celltype_single_cell,Calr,H,Morphotypeneural_bias,0.03391070699991313,NA,NA,NA,NA,-0.36359857128063666,-0.36359857128063666,neuromesodermal.progenitors,9728,0.6385443274517418,0.9730967372638809,0.9644886363636364,0.9706242350061199,0.49192444896249604
GSE250136,mast,celltype_single_cell,Calu,H,Morphotypeneural_bias,0.7856591542616822,NA,NA,NA,NA,0.030704947766590274,0.030704947766590274,neuromesodermal.progenitors,9728,0.9762921637807975,0.520892959358901,0.53125,0.5238678090575275,0.964401998094471
GSE250136,mast,celltype_single_cell,Camk1,H,Morphotypeneural_bias,0.8057458005527376,NA,NA,NA,NA,0.0031602577363683687,0.0031602577363683687,neuromesodermal.progenitors,9728,0.980421615309444,0.05552375500858615,0.056818181818181816,0.05589555283557732,0.9689963019518862
GSE250136,mast,celltype_single_cell,Camk2d,H,Morphotypeneural_bias,0.6052719986974283,NA,NA,NA,NA,0.020073509478796603,0.020073509478796603,neuromesodermal.progenitors,9728,0.9490728026172985,0.24899828277046365,0.26704545454545453,0.25418196654426767,0.9242295649329644
