study,technique,analysis_level,gene,component,contrast,pvalue,ci.hi,ci.lo,coef,z,logFC,log2FoldChange,padj_BH,pct_TLS,pct_neural_bias,detection_freq
GSE250136,mast,sample_single_cell,Tomm22,H,Morphotypeneural_bias,0.06798126127592855,NA,NA,NA,NA,0.19338550966663748,0.19338550966663748,0.11473517219297032,0.8924205378973105,0.8895639742673338,0.8912246577392084
GSE250136,mast,sample_single_cell,Tomm5,H,Morphotypeneural_bias,0.16176687396454378,NA,NA,NA,NA,0.1925833208190273,0.1925833208190273,0.20283924728932073,0.9236906447046712,0.9151179413867048,0.9201017430986759
GSE250136,mast,sample_single_cell,Tomm6,H,Morphotypeneural_bias,0.02324087950972222,NA,NA,NA,NA,0.24315059437608166,0.24315059437608166,0.07001605895110906,0.9810835156350534,0.9792709077912795,0.980324680182539
GSE250136,mast,sample_single_cell,Tomm7,H,Morphotypeneural_bias,0.030864459370916825,NA,NA,NA,NA,0.4793463900896704,0.4793463900896704,0.07798298314426913,0.9034873246686398,0.8981415296640457,0.9012493454028578
GSE250136,mast,sample_single_cell,Top1,H,Morphotypeneural_bias,0.058663739568978045,NA,NA,NA,NA,-0.13434113342692378,-0.13434113342692378,0.10418875558455422,0.8333547805945181,0.8236240171551108,0.829281065310092
GSE250136,mast,sample_single_cell,Top2a,H,Morphotypeneural_bias,0.010883702974380178,NA,NA,NA,NA,0.5177631788615482,0.5177631788615482,0.056601416340753496,0.8854716252734526,0.8963545389563974,0.890027680107728
GSE250136,mast,sample_single_cell,Tpi1,H,Morphotypeneural_bias,0.20944314444363826,NA,NA,NA,NA,0.6929510807385064,0.6929510807385064,0.24705033888793793,0.9203448719598507,0.9337026447462473,0.9259370090521434
GSE250136,mast,sample_single_cell,Tpm3,H,Morphotypeneural_bias,0.26438737731737844,NA,NA,NA,NA,0.14632343834059514,0.14632343834059514,0.29514617023404077,1,1,1
GSE250136,mast,sample_single_cell,Tpm4,H,Morphotypeneural_bias,0.6118578909220029,NA,NA,NA,NA,0.046481915698710186,0.046481915698710186,0.6272828797687761,0.9527731308711878,0.9513938527519656,0.952195705842747
GSE250136,mast,sample_single_cell,Tpr,H,Morphotypeneural_bias,0.4341539791236804,NA,NA,NA,NA,0.19512672019820432,0.19512672019820432,0.45661021942318114,0.8372152876077725,0.8439957112223017,0.8400538639934166
GSE250136,mast,sample_single_cell,Tpt1,H,Morphotypeneural_bias,NA,NA,NA,NA,NA,NA,NA,NA,0.8849568910050186,0.8881343817012152,0.8862871250093514
GSE250136,mast,sample_single_cell,Tra2a,H,Morphotypeneural_bias,0.005535993468947992,NA,NA,NA,NA,0.2643073737295394,0.2643073737295394,0.045268462652323316,0.9095354523227384,0.889385275196569,0.9010997231989227
GSE250136,mast,sample_single_cell,Tra2b,H,Morphotypeneural_bias,0.023190746336138914,NA,NA,NA,NA,0.6676580986435461,0.6676580986435461,0.07001605895110906,1,1,1
GSE250136,mast,sample_single_cell,Trim28,H,Morphotypeneural_bias,0.07367795607124956,NA,NA,NA,NA,0.46438611743983493,0.46438611743983493,0.11916851228190745,0.8818684853944151,0.8867047891350965,0.8838931697463903
GSE250136,mast,sample_single_cell,Trir,H,Morphotypeneural_bias,0.08290437771041176,NA,NA,NA,NA,0.18741472193870523,0.18741472193870523,0.12709043125140831,0.9840432376785484,0.981951393852752,0.9831675020573053
GSE250136,mast,sample_single_cell,Trmt112,H,Morphotypeneural_bias,0.05188655793000626,NA,NA,NA,NA,0.11786810061430719,0.11786810061430719,0.09793306374762223,0.8394029082486166,0.838277340957827,0.8389316974639036
GSE250136,mast,sample_single_cell,Trp53,H,Morphotypeneural_bias,0.38220441150282536,NA,NA,NA,NA,0.1271664039261795,0.1271664039261795,0.40851385159375825,0.8679706601466992,0.8625804145818442,0.8657140719682801
GSE250136,mast,sample_single_cell,Tsn,H,Morphotypeneural_bias,0.0024033197354965704,NA,NA,NA,NA,0.7209033234122382,0.7209033234122382,0.03478703481549273,0.9657701711491442,0.9619370979270908,0.9641654821575522
GSE250136,mast,sample_single_cell,Tspan3,H,Morphotypeneural_bias,0.17648014535276202,NA,NA,NA,NA,0.15975717766384356,0.15975717766384356,0.21530577733036965,0.8351563505340368,0.8375625446747677,0.836163686691105
GSE250136,mast,sample_single_cell,Ttc3,H,Morphotypeneural_bias,0.47889365893527064,NA,NA,NA,NA,0.18232574867396245,0.18232574867396245,0.5024265168682077,0.9788958949942093,0.9774839170836311,0.9783047804294157
GSE250136,mast,sample_single_cell,Tuba1a,H,Morphotypeneural_bias,0.011529908780080577,NA,NA,NA,NA,1.1569461450312062,1.1569461450312062,0.056601416340753496,0.9619096641358899,0.9606862044317369,0.9613974713847535
GSE250136,mast,sample_single_cell,Tuba1b,H,Morphotypeneural_bias,0.016696597049351374,NA,NA,NA,NA,1.9069825417130009,1.9069825417130009,0.06601339759326887,0.9951100244498777,0.9937455325232308,0.9945387895563702
GSE250136,mast,sample_single_cell,Tubb4b,H,Morphotypeneural_bias,0.0019347731053740293,NA,NA,NA,NA,0.7349375793792916,0.7349375793792916,0.03104153487942674,0.8585767597477802,0.8632952108649035,0.8605521059325204
GSE250136,mast,sample_single_cell,Tubb5,H,Morphotypeneural_bias,0.011538930864998674,NA,NA,NA,NA,4.291537026767124,4.291537026767124,0.056601416340753496,1,0.9994639027877055,0.9997755666940974
GSE250136,mast,sample_single_cell,Txn1,H,Morphotypeneural_bias,0.033189516711484346,NA,NA,NA,NA,0.8729740439345157,0.8729740439345157,0.08075170162851177,1,1,1
GSE250136,mast,sample_single_cell,Txndc17,H,Morphotypeneural_bias,0.07855624603826662,NA,NA,NA,NA,0.15301346475803568,0.15301346475803568,0.12287002585472472,0.8054304465319778,0.8041458184417442,0.8048926460686766
GSE250136,mast,sample_single_cell,Txnl1,H,Morphotypeneural_bias,0.09794491253034576,NA,NA,NA,NA,0.15553409613269853,0.15553409613269853,0.14177111067951742,0.8453223523356067,0.8322015725518227,0.839829430687514
GSE250136,mast,sample_single_cell,Txnl4a,H,Morphotypeneural_bias,0.02082320652348038,NA,NA,NA,NA,0.2595607398179931,0.2595607398179931,0.06877299402491575,0.9693733110281817,0.9583631165117942,0.9647639709732925
GSE250136,mast,sample_single_cell,Txnrd1,H,Morphotypeneural_bias,0.1578967997132374,NA,NA,NA,NA,0.17971109808531027,0.17971109808531027,0.19916116338030063,0.8553596705700682,0.8665117941386705,0.8600284282187477
GSE250136,mast,sample_single_cell,U2af1,H,Morphotypeneural_bias,6.590880173303092e-4,NA,NA,NA,NA,0.7330999541186536,0.7330999541186536,0.01655474020000247,0.997040277956505,0.9976769120800572,0.9973068003291689
GSE250136,mast,sample_single_cell,U2af2,H,Morphotypeneural_bias,0.003656830624704323,NA,NA,NA,NA,0.2534468250612978,0.2534468250612978,0.041662008025893246,0.8548449363016343,0.8699070764832023,0.8611505947482606
GSE250136,mast,sample_single_cell,U2surp,H,Morphotypeneural_bias,0.0350342511875102,NA,NA,NA,NA,0.24339804192142633,0.24339804192142633,0.08260037281799344,0.9328271779693733,0.9378127233738385,0.9349143412882471
GSE250136,mast,sample_single_cell,Uba2,H,Morphotypeneural_bias,0.08177998468735656,NA,NA,NA,NA,0.18204824291287203,0.18204824291287203,0.12629314090958862,0.9492986745592588,0.9451393852751966,0.9475574175207601
GSE250136,mast,sample_single_cell,Uba52,H,Morphotypeneural_bias,0.11935664387182346,NA,NA,NA,NA,0.1081892154195101,0.1081892154195101,0.16205178675125156,0.9987131643289152,0.998927805575411,0.9988030223685195
GSE250136,mast,sample_single_cell,Ubap2l,H,Morphotypeneural_bias,0.041916696087137356,NA,NA,NA,NA,0.19364138533025743,0.19364138533025743,0.0884725159343542,0.9957534422854202,0.9955325232308792,0.9956609560858831
GSE250136,mast,sample_single_cell,Ubb,H,Morphotypeneural_bias,0.10423811257485709,NA,NA,NA,NA,1.1857144118078295,1.1857144118078295,0.1475046006585475,0.8984686655514091,0.8836669049320943,0.892272013166754
GSE250136,mast,sample_single_cell,Ube2d2a,H,Morphotypeneural_bias,0.1581162397796766,NA,NA,NA,NA,0.1912014457754343,0.1912014457754343,0.19916116338030063,0.8188135375112598,0.815939957112223,0.817610533403157
GSE250136,mast,sample_single_cell,Ube2d3,H,Morphotypeneural_bias,0.04916078973695281,NA,NA,NA,NA,0.4359111262078956,0.4359111262078956,0.09628897011477253,0.8809677004246558,0.8842030021443888,0.8823221366050722
GSE250136,mast,sample_single_cell,Ube2e3,H,Morphotypeneural_bias,0.5078527493795594,NA,NA,NA,NA,0.08982211938836082,0.08982211938836082,0.5295558583274038,0.8819971689615236,0.8933166547533953,0.8867359916211566
GSE250136,mast,sample_single_cell,Ube2i,H,Morphotypeneural_bias,0.011817911596417152,NA,NA,NA,NA,0.5719908410689296,0.5719908410689296,0.056601416340753496,0.9909921503024064,0.992494639027877,0.9916211565796365
GSE250136,mast,sample_single_cell,Ube2k,H,Morphotypeneural_bias,0.003186700987895962,NA,NA,NA,NA,0.271145889620791,0.271145889620791,0.04002121534798752,0.9624243984043238,0.9540743388134382,0.958928705019825
GSE250136,mast,sample_single_cell,Ube2l3,H,Morphotypeneural_bias,0.07150542455028079,NA,NA,NA,NA,0.39222861964660183,0.39222861964660183,0.11748574760181645,0.9725904002058937,0.9717655468191565,0.9722450811700456
GSE250136,mast,sample_single_cell,Ube2m,H,Morphotypeneural_bias,0.017468650347861426,NA,NA,NA,NA,0.2128649165682308,0.2128649165682308,0.067828541548252,0.8255050830009008,0.8198713366690493,0.8231465549487544
GSE250136,mast,sample_single_cell,Ube2n,H,Morphotypeneural_bias,0.08849858810445119,NA,NA,NA,NA,0.23032583434319243,0.23032583434319243,0.13212901091119109,0.9015570711620126,0.9097569692637598,0.9049899005012344
GSE250136,mast,sample_single_cell,Ube2r2,H,Morphotypeneural_bias,0.1852237546253724,NA,NA,NA,NA,0.1682506719859549,0.1682506719859549,0.22341961363003962,0.9779951100244498,0.9758756254467477,0.9771078027979352
GSE250136,mast,sample_single_cell,Ube2s,H,Morphotypeneural_bias,0.227225463775352,NA,NA,NA,NA,0.5496494912148275,0.5496494912148275,0.26365563323933505,0.9386179384892549,0.9381701215153682,0.9384304630807212
GSE250136,mast,sample_single_cell,Ube2v1,H,Morphotypeneural_bias,0.105475445473109,NA,NA,NA,NA,0.13534313745094373,0.13534313745094373,0.1483954372883609,0.9180285677518981,0.9195854181558256,0.9186803321612927
GSE250136,mast,sample_single_cell,Ubl5,H,Morphotypeneural_bias,0.03187760798387424,NA,NA,NA,NA,0.4062858392530879,0.4062858392530879,0.07928803746164093,0.9908634667352979,0.9890993566833453,0.9901249345402858
GSE250136,mast,sample_single_cell,Ubxn1,H,Morphotypeneural_bias,0.02237715439542619,NA,NA,NA,NA,0.4628565101289679,0.4628565101289679,0.06992013272648806,0.9944666066143354,0.9928520371694067,0.9937906785366949
GSE250136,mast,sample_single_cell,Uqcc2,H,Morphotypeneural_bias,0.03352855414873202,NA,NA,NA,NA,0.26845973459299044,0.26845973459299044,0.08111642129122665,0.9162269978123794,0.9051107934238742,0.9115732774743772
GSE250136,mast,sample_single_cell,Uqcr10,H,Morphotypeneural_bias,0.06688615377071055,NA,NA,NA,NA,0.4293193382387104,0.4293193382387104,0.11357293350530528,0.9266503667481663,0.9188706218727662,0.9233934315852472
GSE250136,mast,sample_single_cell,Uqcr11,H,Morphotypeneural_bias,0.03138296893331802,NA,NA,NA,NA,0.3692206188988676,0.3692206188988676,0.0790591606756743,0.9328271779693733,0.9324517512508935,0.9326700082292212
GSE250136,mast,sample_single_cell,Uqcrb,H,Morphotypeneural_bias,0.164856917082448,NA,NA,NA,NA,0.3318284797248694,0.3318284797248694,0.20537177090771214,1,1,1
GSE250136,mast,sample_single_cell,Uqcrc2,H,Morphotypeneural_bias,0.006512214672055897,NA,NA,NA,NA,0.26647380562943823,0.26647380562943823,0.04794337353392875,0.7857418607643804,0.8214796283059328,0.8007032243584948
GSE250136,mast,sample_single_cell,Uqcrfs1,H,Morphotypeneural_bias,0.04881238672944982,NA,NA,NA,NA,0.18350583452129277,0.18350583452129277,0.09628897011477253,0.8419765795907863,0.8152251608291637,0.8307772873494427
GSE250136,mast,sample_single_cell,Uqcrh,H,Morphotypeneural_bias,0.0144039125330883,NA,NA,NA,NA,0.8781481082054601,0.8781481082054601,0.06109096824647664,0.9794106292626431,0.9769478198713367,0.9783795915313832
GSE250136,mast,sample_single_cell,Uqcrq,H,Morphotypeneural_bias,0.018332461535019162,NA,NA,NA,NA,0.41941852196078067,0.41941852196078067,0.067828541548252,1,1,1
GSE250136,mast,sample_single_cell,Utp3,H,Morphotypeneural_bias,0.0697207104151702,NA,NA,NA,NA,0.18706117694531565,0.18706117694531565,0.1160081514694679,0.8558744048385021,0.8550750536097212,0.8555397621006957
GSE250136,mast,sample_single_cell,Vapa,H,Morphotypeneural_bias,0.04704303899705451,NA,NA,NA,NA,0.23507776370093048,0.23507776370093048,0.09430693733212335,0.8213872088534294,0.8143316654753395,0.8184334555247998
GSE250136,mast,sample_single_cell,Vcp,H,Morphotypeneural_bias,0.04911761745487078,NA,NA,NA,NA,0.6960038275981795,0.6960038275981795,0.09628897011477253,0.8123793591558358,0.8050393137955683,0.809306501084761
GSE250136,mast,sample_single_cell,Vdac1,H,Morphotypeneural_bias,0.022361585209757544,NA,NA,NA,NA,0.41084398043840586,0.41084398043840586,0.06992013272648806,0.9570196885857676,0.9547891350964975,0.9560858831450587
GSE250136,mast,sample_single_cell,Vdac2,H,Morphotypeneural_bias,0.30440634853638515,NA,NA,NA,NA,0.2073246231506909,0.2073246231506909,0.3324335315218324,1,1,1
GSE250136,mast,sample_single_cell,Vdac3,H,Morphotypeneural_bias,0.01577133681704428,NA,NA,NA,NA,0.3752169320701726,0.3752169320701726,0.06475346943151834,0.886115043108995,0.8811651179413867,0.8840427919503254
GSE250136,mast,sample_single_cell,Wbp11,H,Morphotypeneural_bias,0.05362630893023087,NA,NA,NA,NA,0.2100573259262024,0.2100573259262024,0.09896565373568113,0.9891905803628877,0.9860614724803431,0.9878806014812598
GSE250136,mast,sample_single_cell,Wdr43,H,Morphotypeneural_bias,0.17396879655803824,NA,NA,NA,NA,0.14461613037406584,0.14461613037406584,0.21254695509964516,0.9961394929867456,0.9933881343817013,0.9949876561681753
GSE250136,mast,sample_single_cell,Xrn2,H,Morphotypeneural_bias,0.10647976551160174,NA,NA,NA,NA,0.14476755585386636,0.14476755585386636,0.14907167171624242,0.8378587054433149,0.8475696926375983,0.841924141542605
GSE250136,mast,sample_single_cell,Ybx1,H,Morphotypeneural_bias,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
GSE250136,mast,sample_single_cell,Ybx3,H,Morphotypeneural_bias,0.24612503423582702,NA,NA,NA,NA,0.18874388415622567,0.18874388415622567,0.2783983830958891,0.7992536353107708,0.8132594710507506,0.8051170793745792
GSE250136,mast,sample_single_cell,Yeats4,H,Morphotypeneural_bias,0.04414982678043295,NA,NA,NA,NA,0.1740547647259194,0.1740547647259194,0.09063450016944649,0.8390168575472912,0.8388134381701216,0.8389316974639036
GSE250136,mast,sample_single_cell,Ythdc1,H,Morphotypeneural_bias,0.11587630638484213,NA,NA,NA,NA,0.18391884719891216,0.18391884719891216,0.15884167841517685,0.8458370866040407,0.8416726233023588,0.8440936634996633
GSE250136,mast,sample_single_cell,Ywhab,H,Morphotypeneural_bias,0.2839866258944378,NA,NA,NA,NA,0.14426290715426404,0.14426290715426404,0.3129349400178708,0.8939647407026122,0.9149392423159399,0.9027455674422085
GSE250136,mast,sample_single_cell,Ywhae,H,Morphotypeneural_bias,0.07997517341101483,NA,NA,NA,NA,1.3192291800725968,1.3192291800725968,0.12440582530602307,0.9583065242568524,0.9565761258041459,0.9575821051844093
GSE250136,mast,sample_single_cell,Ywhaq,H,Morphotypeneural_bias,0.018086559599425244,NA,NA,NA,NA,0.7818953726219204,0.7818953726219204,0.067828541548252,0.9782524771586668,0.9749821300929236,0.9768833694920326
GSE250136,mast,sample_single_cell,Ywhaz,H,Morphotypeneural_bias,0.03980299245484498,NA,NA,NA,NA,0.7542490614289132,0.7542490614289132,0.08693367583873457,0.9101788701582808,0.9177984274481773,0.913368743921598
GSE250136,mast,sample_single_cell,Zc3h13,H,Morphotypeneural_bias,0.12251453402126058,NA,NA,NA,NA,0.13637852123846983,0.13637852123846983,0.16450850951911405,0.8530433663621155,0.8477483917083631,0.8508266626767412
GSE250136,mast,sample_single_cell,Zc3h15,H,Morphotypeneural_bias,0.09911934333416532,NA,NA,NA,NA,0.2744488155235185,0.2744488155235185,0.1430918583419447,0.9299961394929868,0.9299499642601858,0.92997680855839
GSE250136,mast,sample_single_cell,Zcrb1,H,Morphotypeneural_bias,0.6250315220535089,NA,NA,NA,NA,0.05903519319955475,0.05903519319955475,0.6400202875703797,0.8459657701711492,0.8493566833452466,0.8473853519862348
GSE250136,mast,sample_single_cell,Zfp106,H,Morphotypeneural_bias,0.0720859576626021,NA,NA,NA,NA,0.17578628115579198,0.17578628115579198,0.1179312596980086,0.9270364174494917,0.9263759828448892,0.9267599311737862
GSE250136,mast,sample_single_cell,Zfp207,H,Morphotypeneural_bias,0.2749514551577341,NA,NA,NA,NA,0.09973699835212813,0.09973699835212813,0.30494615935675967,0.9117230729635826,0.9154753395282345,0.9132939328196304
GSE250136,mast,sample_single_cell,Zfp706,H,Morphotypeneural_bias,0.009913869174471221,NA,NA,NA,NA,0.26565501156787663,0.26565501156787663,0.056069167384095515,0.87298931926393,0.8749106504646176,0.8737936709807735
GSE250136,mast,sample_single_cell,Zfp91,H,Morphotypeneural_bias,0.04053284366361412,NA,NA,NA,NA,0.2153390764603862,0.2153390764603862,0.08719155790611198,0.9460815853815467,0.9587205146533238,0.9513727837211042
GSE250136,mast,sample_single_cell,Zmat2,H,Morphotypeneural_bias,0.07079062180948208,NA,NA,NA,NA,0.21940933601291723,0.21940933601291723,0.11670886298320018,0.8671985587440484,0.8670478913509649,0.8671354829056632
GSE250136,mast,sample_single_cell,Zranb2,H,Morphotypeneural_bias,0.0034694458960081494,NA,NA,NA,NA,0.2631080202774543,0.2631080202774543,0.041151483266541104,0.9593359927937203,0.9614010007147963,0.960200493753273
GSE250136,mast,sample_single_cell,mt-Atp6,H,Morphotypeneural_bias,0.0421646600591594,NA,NA,NA,NA,5.665872964369555,5.665872964369555,0.08869118150374908,0.9958821258525287,0.9921372408863474,0.9943143562504676
GSE250136,mast,sample_single_cell,mt-Co1,H,Morphotypeneural_bias,0.023216185853297343,NA,NA,NA,NA,7.433011124593875,7.433011124593875,0.07001605895110906,0.9907347831681894,0.9874910650464618,0.9893768235206104
GSE250136,mast,sample_single_cell,mt-Co2,H,Morphotypeneural_bias,0.09581403856937952,NA,NA,NA,NA,5.049516511828102,5.049516511828102,0.13987211784316259,0.996525543688071,0.9955325232308792,0.9961098226976883
GSE250136,mast,sample_single_cell,mt-Co3,H,Morphotypeneural_bias,0.05906480498562222,NA,NA,NA,NA,9.016819061691095,9.016819061691095,0.1042176517721516,0.9966542272551795,0.9960686204431737,0.9964090671055584
GSE250136,mast,sample_single_cell,mt-Cytb,H,Morphotypeneural_bias,0.06136421506697224,NA,NA,NA,NA,4.7517735745258705,4.7517735745258705,0.10673124168471343,0.9980697464933728,0.9983917083631165,0.9982045335527793
GSE250136,mast,sample_single_cell,mt-Nd1,H,Morphotypeneural_bias,0.02222170244520892,NA,NA,NA,NA,4.487605337185364,4.487605337185364,0.06992013272648806,0.9989705314631322,0.9987491065046462,0.998877833470487
GSE250136,mast,sample_single_cell,mt-Nd2,H,Morphotypeneural_bias,0.22888089038997753,NA,NA,NA,NA,1.0882226683594851,1.0882226683594851,0.2648567485000553,0.9612662463003474,0.9487133666904932,0.9560110720430912
GSE250136,mast,sample_single_cell,mt-Nd3,H,Morphotypeneural_bias,0.009265232754349451,NA,NA,NA,NA,0.42825648132922023,0.42825648132922023,0.05508530233472825,0.8258911337022262,0.8111150822015726,0.819705244258248
GSE250136,mast,sample_single_cell,mt-Nd4,H,Morphotypeneural_bias,0.06902251779959495,NA,NA,NA,NA,2.0626055498929965,2.0626055498929965,0.11535270098014498,0.9934371380774675,0.9905289492494639,0.9922196453953767
